Nom avec article;Code commune;Département;Code postal;Longitude;Latitude
Montreuil-le-Henri;72210;Sarthe;72150;0.565757989883;47.8671989441
Mont-Saint-Jean;72211;Sarthe;72140;-0.109947;48.246722
Moulins-le-Carbonnel;72212;Sarthe;72130;-0.02342;48.370901
Mulsanne;72213;Sarthe;72220;0.247715;47.906629
Nauvay;72214;Sarthe;72260;0.399429;48.252903
Neufchâtel-en-Saosnois;72215;Sarthe;72600;0.248163;48.376739
Neuvillalais;72216;Sarthe;72240;-0.0011499;48.1552927
Neuville-sur-Sarthe;72217;Sarthe;72190;0.18687;48.074899
Neuvillette-en-Charnie;72218;Sarthe;72140;-0.211494;48.092067
Bernay-Neuvy-en-Champagne;72219;Sarthe;72240;-0.03934;48.081018
Nogent-le-Bernard;72220;Sarthe;72110;0.492072;48.237148
Nogent-sur-Loir;72221;Sarthe;72500;0.395497;47.669368
Nouans;72222;Sarthe;72260;0.221972;48.2382459
Noyen-sur-Sarthe;72223;Sarthe;72430;-0.101594;47.873142
Nuillé-le-Jalais;72224;Sarthe;72370;0.479944;48.018943
Oisseau-le-Petit;72225;Sarthe;72610;0.0856970027089;48.3502998352
Oizé;72226;Sarthe;72330;0.104448996484;47.8102722168
Panon;72227;Sarthe;72600;0.294414997101;48.3387031555
Parcé-sur-Sarthe;72228;Sarthe;72300;-0.202427;47.844387
Parennes;72229;Sarthe;72140;-0.187443;48.119121
Parigné-le-Pôlin;72230;Sarthe;72330;0.108899;47.850304
Parigné-l'Évêque;72231;Sarthe;72250;0.36693;47.93139
Notre-Dame-du-Pé;72232;Sarthe;72300;-0.326047986746;47.729598999
Peray;72233;Sarthe;72260;0.3642899;48.2489698
Pezé-le-Robert;72234;Sarthe;72140;-0.0591249987483;48.193901062
Piacé;72235;Sarthe;72170;0.11452;48.259027
Pincé;72236;Sarthe;72300;-0.324128001928;47.8405990601
Pirmil;72237;Sarthe;72430;-0.099469;47.910409
Pizieux;72238;Sarthe;72600;0.3316718;48.3224205
Poillé-sur-Vègre;72239;Sarthe;72350;-0.265443;47.920857
Poncé-sur-le-Loir;72240;;;;
Montfort-le-Gesnois;72241;Sarthe;72450;0.402591;48.048717
Pontvallain;72243;Sarthe;72510;0.192681;47.750682
Précigné;72244;Sarthe;72300;-0.324305;47.76703
Préval;72245;Sarthe;72400;0.624817;48.236689
Prévelles;72246;Sarthe;72110;0.4833482;48.1529395
Pruillé-le-Chétif;72247;Sarthe;72700;0.108827;47.994289
Pruillé-l'Éguillé;72248;Sarthe;72150;0.431258;47.836365
La Quinte;72249;Sarthe;72550;0.036384999752;48.0597991943
Rahay;72250;Sarthe;72120;0.832234025002;47.9609642029
René;72251;Sarthe;72260;0.221383005381;48.2785987854
Requeil;72252;Sarthe;72510;0.1610013;47.7840912
Roëzé-sur-Sarthe;72253;Sarthe;72210;0.0676539987326;47.8945007324
Rouessé-Fontaine;72254;Sarthe;72610;0.132477998734;48.3475990295
Rouessé-Vassé;72255;Sarthe;72140;-0.198537;48.159859
Rouez;72256;Sarthe;72140;-0.114082;48.139449
Rouillon;72257;Sarthe;72700;0.135847002268;48.0046005249
Roullée;72258;;;;
Rouperroux-le-Coquet;72259;Sarthe;72110;0.389396995306;48.2746009827
Ruaudin;72260;Sarthe;72230;0.2446694;47.9115126
Ruillé-en-Champagne;72261;Sarthe;72240;-0.080003;48.058741
Loir en Vallée;72262;Sarthe;72340;0.655165;47.761719
Ruillé-sur-Loir;72262;;72340;0.655165;47.761719
Sablé-sur-Sarthe;72264;Sarthe;72033;;
Saint-Aignan;72265;Sarthe;72110;0.342285990715;48.2145004272
Saint-Aubin-de-Locquenay;72266;Sarthe;72130;0.0256399996579;48.2709007263
Saint-Aubin-des-Coudrais;72267;Sarthe;72400;0.595956981182;48.1492004395
Saint-Biez-en-Belin;72268;Sarthe;72220;0.238389998674;47.8208007812
Saint-Calais;72269;Sarthe;72120;0.739955;47.918701
Saint-Calez-en-Saosnois;72270;Sarthe;72600;0.3049403;48.3125772
Saint-Célerin;72271;Sarthe;72110;0.430086;48.12308
Sainte-Cérotte;72272;Sarthe;72120;0.686666;47.9001007
Saint-Christophe-du-Jambet;72273;Sarthe;72170;0.035843;48.232688
Saint-Christophe-en-Champagne;72274;Sarthe;72540;-0.1378869;47.9673316
Saint-Corneille;72275;Sarthe;72460;0.297057986259;48.0774002075
Saint-Cosme-en-Vairais;72276;Sarthe;72110;0.4588167;48.2734412
Saint-Denis-des-Coudrais;72277;Sarthe;72110;0.506659984589;48.1512145996
Saint-Denis-d'Orques;72278;Sarthe;72350;-0.2721168;48.0270235
Saint-Georges-de-la-Couée;72279;Sarthe;72150;0.58317399025;47.8415985107
Saint-Georges-du-Bois;72280;Sarthe;72700;0.135860994458;48.0088005066
Saint-Georges-du-Rosay;72281;Sarthe;72110;0.491632014513;48.2364997864
Saint-Georges-le-Gaultier;72282;Sarthe;72130;-0.106449;48.2967987
Saint-Germain-d'Arcé;72283;Sarthe;72800;0.231183;47.6311988
Saint-Germain-sur-Sarthe;72284;;;;
Saint-Gervais-de-Vic;72286;Sarthe;72120;0.738613009453;47.8871994019
Saint-Gervais-en-Belin;72287;Sarthe;72220;0.216940999031;47.8754997253
Sainte-Jamme-sur-Sarthe;72289;Sarthe;72380;0.16631500423;48.1403007507
Saint-Jean-d'Assé;72290;Sarthe;72380;0.119413699999996;48.150581
Saint-Jean-de-la-Motte;72291;Sarthe;72510;0.0573190003633;47.7429008484
Saint-Jean-des-Échelles;72292;Sarthe;72320;0.71247;48.130988
Saint-Jean-du-Bois;72293;Sarthe;72430;-0.0403047;47.8721745
Saint-Léonard-des-Bois;72294;Sarthe;72130;-0.0790119990706;48.3515014648
Saint-Longis;72295;Sarthe;72600;0.346736997366;48.3557014465
Saint-Maixent;72296;Sarthe;72320;0.659134984016;48.0904006958
Saint-Marceau;72297;Sarthe;72170;0.127556994557;48.1797981262
Saint-Mars-de-Locquenay;72298;Sarthe;72440;0.484891;47.927706
Saint-Mars-d'Outillé;72299;Sarthe;72220;0.334455996752;47.8731994629
Saint-Mars-la-Brière;72300;Sarthe;72470;0.38027;48.02755
Saint-Martin-des-Monts;72302;Sarthe;72400;0.595650017262;48.1525993347
Saint-Michel-de-Chavaignes;72303;Sarthe;72440;0.567502975464;48.0187988281
Sainte-Osmane;72304;;72120;0.6006549;47.8922375
Saint-Ouen-de-Mimbré;72305;Sarthe;72130;0.0480469986796;48.2925987244
Saint-Ouen-en-Belin;72306;Sarthe;72220;0.210629999638;47.8330001831
Saint-Ouen-en-Champagne;72307;Sarthe;72350;-0.1885556;47.9496527
Saint-Paterne - Le Chevain;72308;Sarthe;72610;0.124626;48.432799
Saint-Paterne;72308;;72610;0.124626;48.432799
Saint-Paul-le-Gaultier;72309;Sarthe;72130;-0.108273800000006;48.3212416
Saint-Pavace;72310;Sarthe;72190;0.191271007061;48.0376014709
Saint-Pierre-de-Chevillé;72311;Sarthe;72500;0.435052990913;47.6417999268
Saint-Pierre-des-Bois;72312;Sarthe;72430;-0.145906001329;47.9338989258
Saint-Pierre-des-Ormes;72313;Sarthe;72600;0.421483587974535;48.306623604251
Saint-Pierre-du-Lorouër;72314;Sarthe;72150;0.522457003593;47.8061103821
Saint-Rémy-de-Sillé;72315;Sarthe;72140;-0.0921979993582;48.1864013672
Saint-Rémy-des-Monts;72316;Sarthe;72600;0.400016009808;48.3089294434
Saint-Rémy-du-Val;72317;Sarthe;72600;0.255392998457;48.3496017456
Saint-Rigomer-des-Bois;72318;;;;
Sainte-Sabine-sur-Longève;72319;Sarthe;72380;0.0952899977565;48.1407012939
Saint-Saturnin;72320;Sarthe;72650;0.158702000976;48.0633010864
Saint-Symphorien;72321;Sarthe;72240;-0.119209997356;48.0685005188
Saint-Ulphace;72322;Sarthe;72320;0.81722599268;48.1585655212
Saint-Victeur;72323;Sarthe;72130;0.0373079999999391;48.322463
Saint-Vincent-des-Prés;72324;Sarthe;72600;0.385236;48.2963062
Saint-Vincent-du-Lorouër;72325;Sarthe;72150;0.48959299922;47.8251266479
Saosnes;72326;Sarthe;72600;0.234585002065;48.3152313232
Sarcé;72327;Sarthe;72360;0.2203316;47.7216688
Sargé-lès-le-Mans;72328;Sarthe;72190;0.2406135;48.0326604
Savigné-l'Évêque;72329;Sarthe;72460;0.29063;48.07164
Savigné-sous-le-Lude;72330;Sarthe;72800;0.055391;47.618742
Sceaux-sur-Huisne;72331;Sarthe;72160;0.5831263;48.1049635
Ségrie;72332;Sarthe;72170;0.027112;48.200335
Semur-en-Vallon;72333;Sarthe;72390;0.653612971306;48.0241012573
Sillé-le-Guillaume;72334;Sarthe;72033;;
Sillé-le-Philippe;72335;Sarthe;72460;0.348992;48.107385
Solesmes;72336;Sarthe;72300;-0.305581;47.850966
Sougé-le-Ganelon;72337;Sarthe;72130;-0.030089;48.318005
Souillé;72338;Sarthe;72380;0.182378;48.117675
Souligné-Flacé;72339;Sarthe;72210;0.010193;47.973976
Souligné-sous-Ballon;72340;Sarthe;72290;0.235426;48.1369649
Soulitré;72341;Sarthe;72370;0.455746;48.012295
Souvigné-sur-Même;72342;Sarthe;72400;0.6367572;48.2196201
Souvigné-sur-Sarthe;72343;Sarthe;72300;-0.386665;47.826768
Spay;72344;Sarthe;72700;0.153337;47.922995
Surfonds;72345;Sarthe;72370;0.457100003958;47.9747009277
La Suze-sur-Sarthe;72346;Sarthe;72210;0.02842;47.88182
Tassé;72347;Sarthe;72430;-0.1348;47.88994
Tassillé;72348;Sarthe;72540;-0.093679;47.993066
Teillé;72349;Sarthe;72290;0.18609200418;48.1808853149
Teloché;72350;Sarthe;72220;0.267745;47.887454
Tennie;72351;Sarthe;72240;-0.0791979;48.1082127
Terrehault;72352;Sarthe;72110;0.402123;48.205
Théligny;72353;Sarthe;72320;0.8022599;48.1758196
Thoigné;72354;Sarthe;72260;0.254216;48.289898
Thoiré-sous-Contensor;72355;Sarthe;72610;0.2012369;48.3114624
Thoiré-sur-Dinan;72356;Sarthe;72500;0.448197;47.75267
Thorée-les-Pins;72357;Sarthe;72800;0.0430892;47.6872777
Thorigné-sur-Dué;72358;Sarthe;72160;0.534272;48.0393649
Torcé-en-Vallée;72359;Sarthe;72110;0.396973013878;48.1339988708
Trangé;72360;Sarthe;72650;0.108085997403;48.0255012512
Tresson;72361;Sarthe;72440;0.57462900877;47.9034233093
Le Tronchet;72362;Sarthe;72170;0.0762;48.18115
Tuffé Val de la Chéronne;72363;Sarthe;72160;0.518778;48.112709
Vaas;72364;Sarthe;72500;0.313595;47.667595
Valennes;72366;Sarthe;72320;0.809049;47.994815
Vallon-sur-Gée;72367;Sarthe;72540;-0.069361;47.961768
Vancé;72368;Sarthe;72310;0.646779;47.830135
Verneil-le-Chétif;72369;Sarthe;72360;0.295408;47.7332715
Vernie;72370;Sarthe;72170;0.020943;48.1838144
Vezot;72372;Sarthe;72600;0.289654;48.351862
Vibraye;72373;Sarthe;72320;0.72906;48.05944
Villaines-la-Carelle;72374;Sarthe;72600;0.299190014601;48.3768997192
Villaines-la-Gonais;72375;Sarthe;72400;0.595956981182;48.1492004395
Villaines-sous-Lucé;72376;Sarthe;72150;0.481546;47.8666
Villaines-sous-Malicorne;72377;Sarthe;72270;-0.0985665;47.7654347
Vion;72378;Sarthe;72300;-0.239379;47.8192329
Viré-en-Champagne;72379;Sarthe;72350;-0.28925;47.9838189
Vivoin;72380;Sarthe;72170;0.1570149;48.234317
Voivres-lès-le-Mans;72381;Sarthe;72210;0.08533;47.93059
Volnay;72382;Sarthe;72440;0.467965;47.931992
Vouvray-sur-Huisne;72383;Sarthe;72160;0.549167;48.087048
Vouvray-sur-Loir;72384;;;;
Yvré-le-Pôlin;72385;Sarthe;72330;0.204542994499;47.8941993713
Yvré-l'Évêque;72386;Sarthe;72530;0.268821716309;48.0143866519
Aiguebelette-le-Lac;73001;Savoie;73610;5.7768;45.5077
Aiguebelle;73002;;73220;6.30283;45.54213
Grand-Aigueblanche;73003;Savoie;73260;6.49385959;45.5082157
Aigueblanche;73003;;73260;6.49385959;45.5082157
Aillon-le-Jeune;73004;Savoie;73340;6.080015;45.617943
Aillon-le-Vieux;73005;Savoie;73340;6.087527275085449;45.62909698486328
Aime-la-Plagne;73006;Savoie;73212;6.6467929;45.5554387
Aime;73006;;73212;6.6467929;45.5554387
Aiton;73007;Savoie;73221;6.25655;45.5606
Aix-les-Bains;73008;Savoie;73104;5.910894;45.689534
Entrelacs;73010;Savoie;73410;5.94544;45.78895
Albens;73010;;73410;5.94544;45.78895
Albertville;73011;Savoie;73208;6.390873;45.669312
Albiez-le-Jeune;73012;Savoie;73300;6.351217;45.244989
Albiez-Montrond;73013;Savoie;73300;6.340762;45.219442
Allondaz;73014;Savoie;73200;6.375460144000626;45.70926948332443
Les Allues;73015;Savoie;73550;6.55624723434;45.4318809509
Apremont;73017;Savoie;73190;5.958310070428212;45.512945023604175
Arbin;73018;Savoie;73800;6.066277;45.508188
Argentine;73019;Savoie;73220;6.308738708496094;45.4925422668457
Arith;73020;Savoie;73340;6.084169;45.715655
Arvillard;73021;Savoie;73110;6.119968;45.439448
Attignat-Oncin;73022;Savoie;73610;5.775392;45.507485
Aussois;73023;Savoie;73500;6.74151992798;45.2279014587
Les Avanchers-Valmorel;73024;Savoie;73260;6.45563793182;45.4779167175
Avressieux;73025;Savoie;73240;5.694077;45.571926
Avrieux;73026;Savoie;73500;6.720318;45.214899
Ayn;73027;Savoie;73470;5.749573499999999;45.5716051
La Balme;73028;Savoie;73170;5.718698;45.70506
Barberaz;73029;Savoie;73000;5.94469022751;45.5638999939
Barby;73030;Savoie;73230;5.97794008255;45.5710983276
Bassens;73031;Savoie;73000;5.9390186;45.575797
La Bâthie;73032;Savoie;73540;6.44985;45.626528
La Bauche;73033;Savoie;73360;5.76286411285;45.4798774719
Beaufort;73034;Savoie;73270;2.4114744;48.8117577
Beaune;73035;;;;
Bellecombe-en-Bauges;73036;Savoie;73340;6.142368;45.737502
Bellentre;73038;;;;
Belmont-Tramonet;73039;Savoie;73330;5.6980713;45.5472739
Bessans;73040;Savoie;73480;6.99366998672;45.3205986023
Betton-Bettonet;73041;Savoie;73390;6.187197;45.530163
Billième;73042;Savoie;73170;5.823736;45.7319109
La Biolle;73043;Savoie;73410;5.92814299999998;45.7550823
Le Bois;73045;;;;
Bonneval;73046;;;;
Bonneval-sur-Arc;73047;Savoie;73480;7.047173;45.371357
Bonvillard;73048;Savoie;73460;6.305729;45.58679
Bonvillaret;73049;Savoie;73220;6.303371;45.562165
Bourdeau;73050;Savoie;73370;5.8559399591088095;45.68351300232277
Le Bourget-du-Lac;73051;Savoie;73370;5.867731;45.64624
Bourget-en-Huile;73052;Savoie;73110;6.206181049346924;45.48477554321289
Bourgneuf;73053;Savoie;73390;6.218474253626825;45.55180106892721
Bourg-Saint-Maurice;73054;Savoie;73700;6.768837;45.619323
Bozel;73055;Savoie;73350;6.645361;45.443774
Bramans;73056;;;;
Brides-les-Bains;73057;Savoie;73571;6.56650018692;45.4524993896
La Bridoire;73058;Savoie;73520;5.439909935;45.5666007996
Brison-Saint-Innocent;73059;Savoie;73100;5.88725996017;45.7210998535
Celliers;73060;;;;
Césarches;73061;Savoie;73200;6.412393799999999;45.69961319999999
Cessens;73062;;;;
Cevins;73063;Savoie;73730;6.456938;45.590247
Challes-les-Eaux;73064;Savoie;73190;5.9868;45.54126
Chambéry;73065;Savoie;73026;5.8963485;45.5988926
La Chambre;73067;Savoie;73130;6.300217;45.361658
Chamousset;73068;Savoie;73390;6.198739;45.554874
Chamoux-sur-Gelon;73069;Savoie;73390;6.216001;45.5325119
Champagneux;73070;Savoie;73240;5.669126;45.623503
Champagny-en-Vanoise;73071;Savoie;73350;6.692950104685934;45.45413446460309
Champ-Laurent;73072;Savoie;73390;6.21475791931;45.5079116821
Chanaz;73073;Savoie;73310;5.79379415512;45.8090744019
La Chapelle;73074;Savoie;73660;6.277476;45.420271
La Chapelle-Blanche;73075;Savoie;73110;6.073193;45.449889
La Chapelle-du-Mont-du-Chat;73076;Savoie;73370;5.8543469784103195;45.7051280027745
Les Chapelles;73077;Savoie;73700;6.728958;45.589914
La Chapelle-Saint-Martin;73078;Savoie;73170;5.759188;45.648261
Châteauneuf;73079;Savoie;73390;6.18122005463;45.5444984436
Le Châtel;73080;;;;
Le Châtelard;73081;Savoie;73630;6.13232;45.68643
La Chavanne;73082;Savoie;73800;6.07287311554;45.4950027466
Les Chavannes-en-Maurienne;73083;Savoie;73660;6.282625;45.391679
Chignin;73084;Savoie;73800;6.01144313812;45.5241889954
Chindrieux;73085;Savoie;73310;5.84922;45.81225
Cléry;73086;Savoie;73460;6.294266;45.644466
Cognin;73087;Savoie;73160;5.89475011826;45.5623016357
Cohennoz;73088;Savoie;73400;6.48116;45.757371
Coise-Saint-Jean-Pied-Gauthier;73089;Savoie;73800;6.1459197998;45.5321006775
La Compôte;73090;Savoie;73630;6.1611658;45.6707177
Conjux;73091;Savoie;73310;5.821004;45.791456
Corbel;73092;Savoie;73160;5.822973;45.429311
La Côte-d'Aime;73093;;;;
Crest-Voland;73094;Savoie;73590;6.50521612167;45.795249939
La Croix-de-la-Rochette;73095;Savoie;73110;6.11942;45.466885
Cruet;73096;Savoie;73800;6.090091;45.528818
Curienne;73097;Savoie;73190;6.0083489418;45.567363739
Les Déserts;73098;Savoie;73230;5.98790979385;45.5775985718
Détrier;73099;Savoie;73110;6.098678;45.445436
Domessin;73100;Savoie;73330;5.70803594589;45.5401306152
Doucy-en-Bauges;73101;Savoie;73630;6.16779;45.686089
Doucy;73102;;;;
Drumettaz-Clarafond;73103;Savoie;73420;5.937097;45.658887
Dullin;73104;Savoie;73610;5.743728;45.553633
Les Échelles;73105;Savoie;73360;5.7513407;45.4383275
École;73106;Savoie;73630;6.1658313;45.6502024
Entremont-le-Vieux;73107;Savoie;73670;5.88416004181;45.4524002075
Épersy;73108;;;;
Épierre;73109;Savoie;73220;6.2946582;45.4539412
Esserts-Blay;73110;Savoie;73540;6.390168999999999;45.603082
Étable;73111;;73110;6.142977;45.463088
Feissons-sur-Isère;73112;;;;
Feissons-sur-Salins;73113;Savoie;73350;6.56029969;45.4710412
Flumet;73114;Savoie;73590;6.51597;45.8200858
Fontaine-le-Puits;73115;;;;
Fontcouverte-la-Toussuire;73116;Savoie;73300;6.302464;45.246797
Fourneaux;73117;Savoie;73500;6.65163993835;45.1912994385
Francin;73118;;73800;6.031048;45.47939
Freney;73119;Savoie;73500;6.6274627;45.1942933
Fréterive;73120;Savoie;73250;6.208257;45.584204
Frontenex;73121;Savoie;73460;6.31305980682;45.6335983276
Gerbaix;73122;Savoie;73470;5.74546909332;45.6094169617
La Giettaz;73123;Savoie;73590;6.49476194382;45.8625602722
Gilly-sur-Isère;73124;Savoie;73200;6.3487916;45.6598685
Granier;73126;;;;
Gresin;73127;;73240;5.6825261116;45.6091957092
Grésy-sur-Aix;73128;Savoie;73100;5.930894;45.722092
Grésy-sur-Isère;73129;Savoie;73460;6.25748;45.59486
Grignon;73130;Savoie;73200;6.37305;45.6473
Hautecour;73131;Savoie;73600;6.546977;45.512139
Hauteluce;73132;Savoie;73620;6.573308;45.716067
Hauteville;73133;Savoie;73390;6.173079;45.529734
La Tour-en-Maurienne;73135;Savoie;73300;6.340848;45.31246
Hermillon;73135;;73300;6.340848;45.31246
Jacob-Bellecombette;73137;Savoie;73000;5.914251;45.560642
Jarrier;73138;Savoie;73300;6.316588;45.279696
Jarsy;73139;Savoie;73630;6.17808198929;45.6578369141
Jongieux;73140;Savoie;73170;5.799251556396484;45.73878479003906
Laissaud;73141;Savoie;73800;6.038088;45.446781
Landry;73142;Savoie;73210;6.7389444934160005;45.572497363071726
Lanslebourg-Mont-Cenis;73143;;;;
Lanslevillard;73144;;;;
Lépin-le-Lac;73145;Savoie;73610;5.6927454;45.53303460000001
Lescheraines;73146;Savoie;73340;6.1059272;45.708292
Loisieux;73147;Savoie;73170;5.734599;45.651999
Longefoy;73148;;;;
Lucey;73149;Savoie;73170;5.7908788;45.807853
La Plagne Tarentaise;73150;Savoie;73216;6.672037;45.553246
Mâcot-la-Plagne;73150;;73216;6.672037;45.553246
Porte-de-Savoie;73151;Savoie;73800;5.9999326;45.4994079
Les Marches;73151;;73800;5.9999326;45.4994079
Marcieux;73152;Savoie;73470;5.765639;45.612378
Marthod;73153;Savoie;73400;6.4047575;45.7228591
Mercury;73154;Savoie;73200;6.33558988571;45.6730995178
Méry;73155;Savoie;73420;5.9385955;45.6425246
Meyrieux-Trouet;73156;Savoie;73170;5.78093;45.642325
Modane;73157;Savoie;73500;6.6584251;45.1935538
Mognard;73158;;;;
Les Mollettes;73159;Savoie;73800;6.054066021951883;45.46083001674191
Montagnole;73160;Savoie;73000;5.9092401;45.5394804
Montagny;73161;Savoie;73350;6.594052791595459;45.454872131347656
Montailleur;73162;Savoie;73460;6.278958;45.615935
Montaimont;73163;;;;
Montcel;73164;Savoie;73100;5.98338;45.72317
Montendry;73166;Savoie;73390;6.24062585831;45.5253868103
Montgellafrey;73167;;;;
Montgilbert;73168;Savoie;73220;6.283621;45.549057
Montgirod;73169;;;;
Monthion;73170;Savoie;73200;6.3586602211;45.631401062
Montmélian;73171;Savoie;73800;6.05090999603;45.5013999939
Montricher-Albanne;73173;Savoie;73870;6.40249013901;45.2462997437
Montrond;73174;;;;
Montsapey;73175;Savoie;73220;6.34021997452;45.5241355896
Montvalezan;73176;Savoie;73700;6.8454051;45.6120194
Montvernier;73177;Savoie;73300;6.30771017075;45.3538017273
La Motte-en-Bauges;73178;Savoie;73340;6.12950611115;45.7004699707
La Motte-Servolex;73179;Savoie;73290;5.87264;45.59637
Motz;73180;Savoie;73310;5.8474179;45.9195753
Moûtiers;73181;Savoie;73600;6.528652;45.488436
Mouxy;73182;Savoie;73100;5.934749;45.681988
Myans;73183;Savoie;73800;5.986651;45.513732
Nances;73184;Savoie;73470;5.79256452;45.5761452
Naves;73185;;;;
Notre-Dame-de-Bellecombe;73186;Savoie;73590;6.518707;45.809606
La Léchère;73187;Savoie;73260;6.46880009;45.5393132
Notre-Dame-de-Briançon;73187;;73260;6.46880009;45.5393132
Notre-Dame-des-Millières;73188;Savoie;73460;6.343568;45.62599
Notre-Dame-du-Cruet;73189;Savoie;73130;6.3112769;45.370007
Notre-Dame-du-Pré;73190;Savoie;73600;6.5950449;45.5117359
Novalaise;73191;Savoie;73470;5.775997;45.594153
Le Noyer;73192;Savoie;73340;6.060748;45.678116
Ontex;73193;Savoie;73310;5.821507;45.7555459
Orelle;73194;Savoie;73140;6.53416109085;45.210067749
Pallud;73196;Savoie;73200;6.39457988739;45.6871986389
Peisey-Nancroix;73197;Savoie;73210;6.754745;45.546763
Petit-Cœur;73199;;;;
Planaise;73200;Savoie;73800;6.088104;45.500553
Planay;73201;Savoie;73350;6.698581;45.423989
Plancherine;73202;Savoie;73200;6.317473;45.665948
Pontamafrey-Montpascal;73203;;;;
Le Pont-de-Beauvoisin;73204;Savoie;73330;5.677575;45.532854
Le Pontet;73205;Savoie;73110;6.231204;45.499619
Pralognan-la-Vanoise;73206;Savoie;73710;6.720963;45.381836
Presle;73207;Savoie;73110;6.13803720474;45.4550094604
Pugny-Chatenod;73208;Savoie;73100;5.953589;45.695263
Pussy;73209;;;;
Puygros;73210;Savoie;73190;6.034368;45.567539
Queige;73211;Savoie;73720;6.39851999283;45.7515983582
Val-d'Arc;73212;Savoie;73220;6.305833;45.541862
Randens;73212;;73220;6.305833;45.541862
La Ravoire;73213;Savoie;73491;5.92078018188;45.5662002563
Rochefort;73214;Savoie;17305;-0.955774;45.9466
Valgelon-La Rochette;73215;Savoie;73110;6.11093;45.45727
La Rochette;73215;;73110;6.11093;45.45727
Rognaix;73216;Savoie;73730;6.44580602646;45.5855979919
Rotherens;73217;Savoie;73110;6.136304;45.472445
Ruffieux;73218;Savoie;73310;5.843323;45.848174
Saint-Alban-de-Montbel;73219;Savoie;73610;5.78307300000006;45.551986
Saint-Alban-d'Hurtières;73220;Savoie;73220;6.27587080002;45.482749939
Saint-Alban-des-Villards;73221;Savoie;73130;6.24872922897;45.3093643188
Saint-Alban-Leysse;73222;Savoie;73230;5.957325;45.580902
Saint-André;73223;Savoie;73500;6.619459;45.201048
Saint-Avre;73224;Savoie;73130;6.310166;45.3517923
Saint-Baldoph;73225;Savoie;73190;5.95912;45.53563
Saint-Béron;73226;Savoie;73520;5.6804499;45.5253723
Courchevel;73227;Savoie;73120;6.63688;45.41567
Saint-Cassin;73228;Savoie;73160;5.89368677139;45.5380401611
Saint-Christophe;73229;Savoie;73360;5.7905349;45.4494591
Saint-Colomban-des-Villards;73230;Savoie;73130;6.22663116455;45.2941894531
Saint-Étienne-de-Cuines;73231;Savoie;73130;6.290453;45.341694
Sainte-Foy-Tarentaise;73232;Savoie;73640;6.883265;45.590821
Saint-Franc;73233;Savoie;73360;5.74776792526;45.4933853149
Saint-François-de-Sales;73234;Savoie;73340;6.05769491196;45.6831245422
Saint François Longchamp;73235;Savoie;73130;6.348428;45.409471
Saint-François-Longchamp;73235;;73130;6.348428;45.409471
Saint-Genix-les-Villages;73236;Savoie;73240;5.63112;45.60015
Saint-Genix-sur-Guiers;73236;;73240;5.63112;45.60015
Saint-Georges-d'Hurtières;73237;Savoie;73220;6.28692913055;45.5018424988
Saint-Germain-la-Chambotte;73238;;;;
Saint-Girod;73239;;;;
Sainte-Hélène-du-Lac;73240;Savoie;73800;6.066097;45.482405
Sainte-Hélène-sur-Isère;73241;Savoie;73460;6.31158018112;45.6328010559
Saint-Jean-d'Arves;73242;Savoie;73530;6.27302980423;45.207901001
Saint-Jean-d'Arvey;73243;Savoie;73230;5.9865686;45.5854316
Saint-Jean-de-Belleville;73244;;73440;6.484853;45.426808
Saint-Jean-de-Chevelu;73245;Savoie;73170;5.814046;45.688511
Saint-Jean-de-Couz;73246;Savoie;73160;5.818027018484685;45.466546013702896
Saint-Jean-de-la-Porte;73247;Savoie;73250;6.12628984451;45.5541992188
Saint-Jean-de-Maurienne;73248;Savoie;73303;6.34989;45.272603
Saint-Jeoire-Prieuré;73249;Savoie;73190;5.990564;45.53121
Saint-Julien-Mont-Denis;73250;Savoie;73870;6.404137;45.25587
Saint-Léger;73252;Savoie;73220;6.29465819;45.4539412
Saint-Marcel;73253;Savoie;73600;6.5309915;45.4830946
Sainte-Marie-d'Alvey;73254;Savoie;73240;5.72037506104;45.5926322937
Sainte-Marie-de-Cuines;73255;Savoie;73130;6.32070104;45.31993798
Saint-Martin-d'Arc;73256;Savoie;73140;6.467880999999999;45.212801
Les Belleville;73257;Savoie;73440;6.504657;45.384438
Saint-Martin-de-Belleville;73257;;73440;6.504657;45.384438
Saint-Martin-de-la-Porte;73258;Savoie;73140;6.4481;45.239624
Saint-Martin-sur-la-Chambre;73259;Savoie;73130;6.300007;45.358919
Saint-Maurice-de-Rotherens;73260;;73240;5.7002642;45.6158628
Saint-Michel-de-Maurienne;73261;Savoie;73140;6.48347854614;45.218203344
Saint-Nicolas-la-Chapelle;73262;Savoie;73590;6.5015736;45.80846990000001
Saint-Offenge;73263;Savoie;73100;6.0031397;45.7344722
Saint-Ours;73265;Savoie;73410;5.96201259;45.7384427
Saint-Oyen;73266;;;;
Saint-Pancrace;73267;Savoie;73300;6.3255085945129395;45.269527435302734
Saint-Paul-sur-Isère;73268;Savoie;73730;6.43781995773;45.5978012085
Saint-Paul;73269;Savoie;73170;5.784814;45.6627785
Saint-Pierre-d'Albigny;73270;Savoie;73250;6.157103;45.557608
Saint-Pierre-d'Alvey;73271;Savoie;73170;5.748466;45.636865
Saint-Pierre-de-Belleville;73272;Savoie;73220;6.281856;45.470027
